,evals,quotes
3033,1,мнение таджикский дипломат цель подобный действие узбекский власть являться инспирация почва очаг социальный напряжение рост недовольство население страна отношение руководство таджикистан
3034,2,рамка соглашение китайский партнер навигация 2012 год планироваться отправлять верхнеколымский улус республика северный морской путь 60 тыс тонна мелкофракционный каменный уголь нужда металлургический предприятие китай партнер выражать готовность подписывать долгосрочный контракт дальнейший перспектива 2016 год экспорт уголь кнр северный морской путь возрастать 500 тыс тонна год отмечать источник
3035,1,даже спустя 12 год введение евро валюта мнение россиянин уступать привлекательность доллар рубль качество средство сбережение
3036,2,продление контракт являться отражение долгосрочный отношение всмпо боинг сообщать генеральный директор всмпо михаил воеводин
3037,2,дочка подпевать собственный папа сергей заявлять девочка буде знаменитый певица
3038,2,иметь экстрасенсорный способность поэтому знать заранее превосходить популярность даже сообщать знаменитый отец
3039,0,предложение приветствовать партия оринац еркира коалиционный сила процветать армения заявлять пока не получать подобный предложение
3040,2,наш цель состоять это уникальный событие публичный пространство становиться значительный часть популярный культура частично заменять пассивный не социальный поведение вроде просмотр телевизор отмечать организатор акция
3041,1,джиоев не допускать бибилов заявлять не видеть смысл не верить объективность
3042,2,дисциплинированный водитель свой многочисленный обращение дорожный полиция одобрять последний изменение законодательство ужесточать наказание нарушение пдд сказать понедельник Trend
3043,1,несколько день назад сальянский трасса перевертываться автомобиль марка Mercedes погибать ранить человек водитель пассажир пристегнуть дорожный происшествие не заканчиваться плачевно погибший раненый время это дтп извлекать окно автомобиль поэтому важно усиление административный ответственность административный нарушение сказать
3044,1,мнение местный житель кабель прокладываться двор собственник квартира новостройка хотеть захватить чужой территория
3045,0,госдума должный солидный уровень единый образ приводить газета слово глава думский комитет регламент ильдар габдрахманова
3046,0,поэтому договариваться руководитель фракция партатрибутика зала заседание убирать заявлять габдрахман
3047,1,практика применяться многий парламент но только партия власть не хотеть символика оппозиция запоминаться даже время трансляция подчеркивать
3048,1,даже телевидение показывать поэтому хотеть зала убирать не раздражать но поскольку символика оппозиционный партия оставлять не мочь решать заодно убирать наш отмечать депутат кпрф валерий рашкин
3049,2,благодаря четко выстраивать стратегия руководство оао уаз также успешный реализация мера поддержка предприятие автомобильный промышленность итог год удаваться приближаться докризисный уровень производство отмечать пресс-служба завод ранее
3050,1,это год не смочь добиваться признание сша называть геноцид армянин сказать парламентарий
3051,1,мнение шлесерс хватить лидер ЦС нил ушаков заявлять референдум русский язык референдум любой вопрос должный состояться но ошибка выражать поддержка русский язык второй государственный
3052,0,мнение практически аналитик только г зюганов иметь реальный шанс бросать вызов кандидат партия жулик вор путин
3053,1,запад ничего не добиваться пойти конфронтация приводить иранский сми заявление глава комитет национальный безопасность иранский парламент аллаеддин боружердь
3054,1,иран не прекращать обогащать уран не закрывать подземный ядерный объект форд заявлять глава организация атомный энергия иран ферейдун аббаси давань
3055,0,понятие не иметь отреагировать иран наш изначальный предложение переговоры цитировать газета анонимный высокопоставленный сотрудник администрация обама
3057,1,однако мнение клепач заканчивать год профицит вряд удаваться
3058,2,мэрия бишкек выделять земельный участок площадь 5 гектар закладка парк улица байтик южнее проспект токомбаева лесополоса орто отмечать
3059,1,анатолий юрьевич неизлечимый онкологический заболевание последний время находиться больница рассказывать дирекция театр
3060,0,закон который предлагать предусматривать следующий процедура зимний каникулы длиться не 10 день обычно 8 – 1 8 январь включительно освобождаться день правительство рф смочь заблаговременно не поздно месяц новое год прибавлять любой государственный праздник предполагать это либо 1 май либо 9 май зависимость день близко выходной создавать каникулы цитировать слово депутат сайт фракция единый россия государственный дума
3061,2,это необходимо человек иметь твердый уверенность назначать майский день абсолютно законный обоснованный мочь отгуливать подчеркивать парламентарий
3062,2,образ сохранять зимний каникулы многочисленный просьба обращение человек добавлять майский праздник подчеркивать председатель комитет
3063,2,не сказать 100 процент застраховывать происшествие но план безопасность уверенный иметься необходимый оборудование сказать
3064,1,шлюпка корабль непотопляемый вопрошать британский газета 100 год назад
3065,1,кэмерон признаваться задумывать эксперимент еще 2005 год однако операция оказываться бессмысленный негде смотреть трехмерный фильм
3066,2,король заявлять страна регион должный проталкивать плечо плечо мирный процесс который должный завершаться справедливый тотальный решение
3068,1,мнение большинство эксперт действительно установка тохограф являться излишний аппаратура спутниковый система глонасс способный выполнять функция прибор
3069,2,мнение министр курорт ставрополье андрей скрипник нулевой ставка ндс билет привлекать курорт КМВ еще отдыхающий
3070,0,начальник фку ик полковник внутренний служба юрий бушин указанный обещание не давать продолжать выполнять свой должностной обязанность полный объем говориться сообщение пресс-служба региональный уфсин
3071,0,действительно встречаться начальник уфсин россия курский область полковник владимир михайлов который вкратце рассказывать ситуация внутри учреждение родственник осужденный разъехаться личный транспорт говориться сообщение
3072,1,очевидно выброс негативный информация ситуация фку ик направлять дестабилизация обстановка исправительный учреждение позиция руководство уфсин россия курский область администрация учреждение оставаться неизменный установление правопорядок надлежащий режим содержание территория исправительный колония подчеркиваться сообщение
3073,1,мнение сотрудник фсб следствие комментарий содержаться отрицательный национальный оценка негативный установка отношение мусульманин
3074,2,кроме мнение депутат это удобный формат обсуждение представитель фракция обязательство который обещать взять кандидат президент также руководитель политический партия оппонировать единый россия
3075,2,сотрудничество азербайджан также возможно посредством это терминал отмечать министр
3076,0,сегодня лицензия добыча нефть чечня иметь нефтяной компания роснефть лицензия выдавать 2002 год 20 год не менее отрасль продолжать изучаться чечня иметься ряд нефтяной месторождение необходимо проводить геологоразведочный работа это направление возможно сотрудничество азербайджан сказать исаев
3077,2,вопрос не связанный правовой статус каспий евросоюз поддерживать реализация проект транскаспийский газопровод считать сторона проявлять решимость проект реализовывать сказать халаф
3078,0,выпуск евробонд преследовать цель не привлечение средство проводиться повышение имидж международный рынок сказать абдуллаев
3079,0,ранее владелец это завод объявлять банкрот настоящий время изучать положение это предприятие случай уровень доходность НПЗ находиться желать уровень SOCAR активизировать свой деятельность это направление сказать абдуллаев
3080,0,азербайджан не являться участник это проект который реализоваться ес туркменистан лишь достижение какой-либо результат сторона баку рассматривать вариант возможность обеспечение транзит сказать абдуллаев
3081,0,специальный платформа разведывательный работа устанавливать работа весть иранский специалист сказать гасеми
3082,2,помимо это казахстанский компания тшо тенгишевройл оператор месторождение тенгиз интересовать конец трубопровод получать свой нефть продавать насколько известно компромисс это вопрос намечаться переговоры идти сказать шукей
3083,0,недавно работник предприятие госкорпорация туркменгеология получать пята буровой скважина пробный расстояние 4 километр промышленный поток природный газ высокий давление сказать сообщение
3084,0,пакистан формально подписывать газовый соглашение купля GSPA туркменистан 18 апрель импорт газ рамка проект газопровод тапи стоимость реализация который составлять не менее 7 миллиард доллар говориться материал The News
3085,0,начинать 1 апрель часть объем узбекский газ подаваться китайский направление сказать председатель правление холдинг шокир файзуллаев
3087,2,первый самолет доставлять мука пекарня второй молочный продукция яйцо фрукт лук чеснок продукт питание население социальный объект район средство доставка продовольствие выделяться резервный фонд правительство камчатский край сказать сергей хабаров
3088,2,мнение г-н логачева местный аграрий получать импульс наращивать объем производство зерно
3089,1,девочка играть свой сверстник салочки облокачиваться москитный сетка конструкция не выдерживать рухнуть вниз вместе ребенок сообщать куницкий
3090,1,это турецкий премьер заявлять иранец нет верность искренность
3091,0,просить также обсуждать вопрос который предлагать языковед точный название документ должный рассматривать завтра сказать литвин
3092,1,допрос медик признаваться фотографировать 14 девушка находиться наркоз операция следовать сексуальный влечение
3093,1,победа сулейман выборы означать возвращение старый режим говориться заявление партия свобода справедливость ПСС представлять движение брат
3094,0,мнение председатель студенческий профком ргу сергей прошин кто-то позволять не работать кто-то нет
3095,2,надеяться это год удаваться находить общий язык подрядчик собственник жилье поработать плодотворно отмечать александр дударенко
3096,0,статус второй соглашение standby находиться пересмотр ожидание осуществление согласованный мера завершение пересмотр думать ключевой вопрос сфокусировать действие гарантирование выполнение цель программа 2012 г число налоговый консолидация энергетический реформа реформа финансовый сектор касаться срок восстановление программа нет временный рамка отмечать райс
3097,1,напоминать ранее первый вице-премьер-министр украина валерий хорошковский заявлять правительство разрабатывать план постепенный повышение внутренний цена газ являться условие возобновление кредит мвф
3098,1,не верить существовать санкция политический давление вынуждать иранский руководство осознавать необходимость закрывать свой военный ядерный программа заявлять
3099,1,мнение израильский министр необходимо принимать самый жесткий санкция только возможно загнать тегеран угол
3100,2,совершенно очевидно вопрос жизненно важный добавлять
3101,1,считать иранский ядерный программа вызов мир не только израиль убеждать весть дело иран становиться ядерный держава намного сложно намного опасный намного затратный план человеческий жизнь финансовый ресурс указывать барак
3102,2,ранее сообщать курсор эхуд барак заявлять израиль не возражать против переговоры который вести шесть сверхдержава иран
3103,1,начало февраль украинский премьер заявлять страна отказываться услуга газпром находить поставщик
3104,1,факт падение вертолет Bell возбуждать уголовный дело статья 263 ук рф нарушение правило безопасность движение эксплуатация воздушный транспорт повлечь неосторожность смерть человек говориться сообщение приволжский следственный управление транспорт
3105,1,настоящий время проводиться комплекс следственный действие направлять установление обстоятельство происходить следственно группа состав следователь криминалист проводить осмотр место происшествие изымать необходимый образец готовиться назначение ряд экспертиза изымать необходимый документация отмечаться релиз
3106,2,правительство проект поддерживать сказать выходить финишный прямой разрабатываться проектно-сметный документация развитие инженерный инфраструктура текущий год выделять восемь миллиард тенге цитировать мухамеджанова пресс-служба областной акимат
3107,1,казаться приемлемый вариант сотрудничество однако всплывать проблема земля давно распродавать хозяин это получаться счет средство государство вести прокладка различный инженерный коммуникация давно скупать земля возмущаться мухамеджан
3108,1,заявлять сторона ходатайство рассматривать суд приговор следовать член нсо признавать виновный подготовка теракт убийство хотеться напоминать решаться преступление лишать право жизнь 28 гражданин сообщество который действовать преступник обоснованно признавать экстремистский приговор не подлежать обжалование сказать представитель гособвинение
3109,1,предварительно устанавливать 6 апрель послеобеденный время отец направлять мальчик пасть овца назначать время ребенок не вернуться родитель организовывать поиск ход который мальчик обнаруживать мертвый говориться сообщение
3110,2,также вместе мэрия хабаровск выделять средство обустройство детский площадка ремонт двор город это тратиться серьезный сумма островной поселок оказываться обделять внимание считать городской власть нужно изменять отношение житель уссурийский ведь населенный пункт часть краевой столица подчеркивать вячеслав шпорт
3112,1,мнение житель германия улан скользить падать улица именно из-за мусор который превращаться серый ледяной масса
3113,0,теему селянна заявлять пока не определяться продолжать свой карьера повесить конек гвоздь
3114,0,хороший бомбардир анахайм нынешний сезон нападающий теему селянна заявлять пока не определяться продолжать свой карьера повесить конек гвоздь
3115,0,ромни заявлять не принимать никакой решение относительно израиль не посоветоваться нетаниягу
3117,1,терпение иссякать оставаться шесть матч балотелль поле не выпускать продавать возможно пока не мочь сказать ничего определенный хотеться марио выступать наш клуб но каждый выходить поле существовать большой риск оставаться меньшинство это матч арсенал отмечать итальянский специалист
3118,1,защищать постоянно знать хороший парень но будущее не изменяться рисковать растеривать свой талант сказать манчини
3119,1,перепутывать грешный праведный ссылаться начинать говорить глупость брагин щербань убивать говорить донецкий действительность брагин щербань убивать заказ лазаренко второй убийство евгения щербань заказ лазаренко ред доказывать суд первый убийство брагин заказ лазаренко ред рассказывать женя щербань брагин еще десяток человек взрывать стадион отмечать болдырев
3120,1,ссылаться заявление который никогда не действительно рассказывать свой общение щербань относительно видеть ситуация убийство брагин предсказывать свой смерть слово опубликовывать говорить брагин щербань убивать заказ павел лазаренко александр тимошенко ссылаться утверждать убивать донецкий отмечать нардеп
3121,1,ранее первый заместитель генпрокурор украина ренат кузьмин заявлять экс-премьер павел лазаренко организовывать убийство евгения щербань вадим гетьман
3122,1,напоминать убийство совершать убийство щербань донецкий бизнесмен момота известный банкир гетьман это банда обращать внимание приговор судно свидетельство достаточно данный преступление заказывать премьер - павел лазаренко который действовать интерес компания еэс юлия тимошенко сообщать кузьмин
3123,2,позитивный влияние долговой рынок оказывать вливание ецб также факт соглашение обмен облигация греция достигать италия испания проводить реформа говорить глава долговой подразделение HSBC жан мерсье
3125,0,не очень любить кукла играть шахматы собирать определенный образ образовываться семья какой-то конгломерат еще играть пуговица выстраивать длинный цепочка расселять разный квартира игра называться коммунальный квартира питер очень коммунальный квартира слышать папа время говорить бороться это свой детский мозг улавливать это игра заключаться выстраивать пуговица очередь отдельный квартира расселять семья вспоминать собчак
3127,2,любить ксюшенька любящий папа подарок распаковывать быстро нетерпение портрет мимоходом поставлять полк вспоминать собчак
3128,2,папа нормально спасибо поздравление просто фен плохо слышно приезжать не справлять сказать доченька очень любить слышаться где-то вдали
3129,0,папа любить механически отвечать рассматривать свой локон
3132,1,ужасно огорчать становиться жертва серьезный преступление экспонат чрезвычайно ценный являться прекрасный пример искусство время династия цин заявлять хранитель музей крэйг барклай
3133,0,рост потребление электрический энергия повлиять климатический фактор говориться сообщение
3134,0,Experian Hitwise давать представление относительный популярность социальный сеть сочетание пользовательский база общий трафик но многие показатель Google оставаться неизвестный процент пользователь заходить свой профиль корректировать свой круг комментировать пост свой друг добавлять мерфи
3135,1,рамка уголовный дело принимать мера установление задержание лицо причастный совершение это преступление начинать исполнитель заканчивать заказчик заявлять руководитель управление взаимодействие сми следственный комитет рф владимир маркин
3136,2,метод тыка должный мнение мария помогать определяться выбор
3137,1,оказываться мнение мужской пол слабый беззащитный плохо
3138,2,касательно празднование день рождение алдар коса ждать предложение проведение добрый веселый праздник мир надеяться совместный усилие смочь 1 апрель одарять житель гость наш республика хороший настроение яркий юмор отвечать дархан мынбай
3139,1,перепутывать грешный праведный ссылаться начинать говорить глупость брагин щербань убивать говорить донецкий действительность брагин щербань убивать заказ лазаренко второй убийство евгения щербань заказ павел лазаренко доказывать суд первый убийство ахатить брагин заказ павел лазаренко рассказывать женя щербань брагин еще десяток человек взрывать стадион подчеркивать болдырев
3140,1,мнение радикал шариатский государство должно вводить весь страна число юг значительный часть население являться христианин анимист
3141,0,министр физический культура спорт туризм чечня вице-президент терек хайдар алханов заявлять команда не собираться идти путь махачкалинский анжи
3142,0,цена газ далеко лишь расти ожидать II квартал увеличиваться нынешний $ 416 $ 430 тысяча кубометр поэтому иметь смысл заранее купить 1 млрд кубометр газ нынешний цена закачивать подземный хранилище газ ПХГ сообщать издание источник нафтогаз украина
3143,1,мнение следователь мужчина профессионально владеть нож перестараться наносить не ранение который стоить причинять преступник ситуация
3145,0,возможно член данна семья вывозить поселок цитировать региональный портал тула тайп заявление руководство умвд тульский область
3146,1,версия отрабатываться конфликт межродовой отношение родственник семья находиться территория государство цитировать интерфакс начальник умвд тульский область андрей мишагин
3147,1,непонятно это нужно нападать родственник видеть впервые гагик враг не деньги не количество идти убивать женщина ребенок рассказывать мк родственница предприниматель
3148,1,дверь дом открытый зайти согнать весь семья становиться бить требовать деньги золото отдавать золото но еще требовать приставлять пистолет голова 7 внук это страшно рассказывать
3149,1,ребенок плакать двое затащить комната остальной бить женщина ребенок невестка дочь помогать вырываться бросаться кухня схватывать нож преступник погнаться сразу не увидеть ударять живот второй голова самый главное сбивать нога пистолет легко умирать еще приезд скорый ранить но быстро умирать рассказывать мужчина
3150,0,заявлять единственный актив сигма являться дебиторский задолженность сумма около 120 миллион доллар частность право требование компания Angentro Trading and Investments оно основывать решение судно 2008 год взыскивать 53 миллион доллар плюс процент
3151,0,мнение кредитор завершение спор нельзя говорить формирование конкурсный масса
3152,2,пресс-конференция игра анжи главный тренер армейский команда леонид слуцкий заявлять вратарь сборная россия игорь акинфеев впервые долгий перерыв связанный травма колено сыграть матч чемпионат страна против зенит
3153,1,это решение принимать пхеньян объявлять план запуск новый ракета мнение сша нарушать договоренность страна достигнутый февраль договор подписывать февраль пхеньян соглашаться обмен продовольственный помощь сша частично замораживать свой ядерный программа также вводить мораторий ракетный испытание
3154,1,только следственный орган поступать ходатайство отмена постановление прокуратура город гусев который суббота отменять уголовный дело дело возобновлять материал вновь направлять следственный орган приводить слово самсонова представитель ведомство
3155,1,угрожать оружие нападать забирать сумка деньги скрываться Audi A8 зеленый цвет сказать собеседник агентство
3156,2,соревнование принимать участие команда 21 государство европа 16 страна завоевывать медаль разный достоинство золотой медаль расходиться восемь страна это говорить самбо хорошо развиваться конкуренция международный арена достаточно серьезный отмечать хороший подготовка команда национальный федерация румыния франция италия это значимый показатель развитие самбо европа подведение итог хотеться выражать надежда близкий время удаваться проводить чемпионат европа самбо румыния сказать президент ВФС сергей елисеев
3157,0,сегодня наш взгляд локальный площадка продолжать следовать направление выбирать 6 апрель курс рубль полагать сохраняться прежний уровень считать эксперт номос
3158,1,интерес частное бизнес прямо противополагать мотив преступник который мнение осипова вытаскивать деньги федеральный бюджет закупочный бюджет монополия
3159,1,это обвиняемый заявлять момент удушение не помнить
3160,1,думать мало путешествовать поездка отнимать слишком сила цитировать г британский газета Daily Telegraph
3161,0,наш задача сегодня оставаться оппозиция власть поджимать ситуация социальный обязательство который принимать ход избирательный кампания выполняться это сделать это сделать только народный правительство заявлять первый секретарь ставропольский краевой отделение кпрф виктор гончаров
3162,1,еврейский преступник признавать невиновный только судья испугаться месть сторона богатый международный еврейский банкир который мочь приводить банкротство венгрия заявлять антисемит
3163,2,напоминать предложение направлять налог улучшение условие среда проживание это не хватать деньги
3164,1,осмотр место происшествие полицейский изымать не только вино но коробка сэтикетка пробка клей полицейский устанавливать давно цех работать конкретно должный распространяться продукция стоять этимнезаконный бизнес сообщать начальник пресс-служба агентство риа новость
3165,1,воскресение 8 апрель кафе садиться кашино сысертский район улица ленин припопытка давать взятка полмиллиона рубль задерживать уроженец грузия двое предприниматель 1956 год 1963 год рождение также безработный 1962 год рождение предлагать деньги начальник полиция сысертский овд денис абакумов возврат изымать вино однако офицер не пойти сделка сказалгорелый
3166,1,горелый напоминать настоящий время реализациягрузинский вино территория рф запрещать
3167,1,поэтому просить не упражняться противостояние друг друг думать реализовывать робот обращаться спикер коллега
3168,1,не обида уважаемый коллега комитет который не заседать табелироваться не предупреждать спикер
3169,0,не знать насколько комитет подготовить данный постановление но среда планировать рассматривать постановление план мероприятие реализация положение заключение пасе резолюция пасе функционирование демократический институт украина сказать литвин
3170,1,29 март содокладчик пасе маилис репс заявлять пасе лишать украина право голос невыполнение предписание резолюция
3171,1,сегодня прокурор калининградский область алексей самсонов заявлять уголовный дело отношение 14 школьница избивать подруга возобновлять
3172,1,принимать решение отменять возобновлять расследование уголовный дело отношение девочка заявлять прокурор калининградский область алексей самсонов
3173,1,мнение попова слишком большой сумма коллега мочь называть специально член ассоциация соглашаться привлечение инвестор извне
3174,1,мнение некоторые провайдер попадание UA рука опасность потеря политический свобода отечественный интернет
3175,1,радость больший это повод не видеть советовать каждый депутат почитать сделать соответствующий вывод общество уважаемый коллега сделать писать что-то пример остальной посдыхать сказать литвин
